Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint.Speed,Positioning,Finishing,Shot.Power,Long.Shots,Volleys,Penalties,Vision,Crossing,Free.Kick.Accuracy,Short.Passing,Long.Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball.Control,Composure,Interceptions,Heading.Accuracy,Def.Awareness,Standing.Tackle,Sliding.Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak.foot,Skill.moves,Preferred.foot,Height,Weight,Alternative.positions,Age,Nation,League,Team,url,GK.Diving,GK.Handling,GK.Kicking,GK.Positioning,GK.Reflexes,gender,name_norm,player_id,name,current_club_name,last_season,market_value_in_eur,highest_market_value_in_eur,statut_match,joueur_probablement_retraite,name_tm,score_matching
Carvajal,86,81,58,79,81,81,79,82,81,75.0,56.0,68,52.0,53.0,45,78,85.0,47.0,84,74,77.0,78.0,78,84,85,85,83,81.0,76.0,80.0,84.0,83.0,85,84,74,85,RB,3,3,Right,173,73,,32,Spain,LALIGA EA SPORTS,Real Madrid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/carvajal/204963,,,,,,M,carvajal,,,,,,,non_trouve,False,,
Ousmane Dembélé,86,92,75,82,88,41,57,94,91,80.0,72.0,83,74.0,76.0,75,85,86.0,64.0,83,78,84.0,89.0,94,81,82,87,82,38.0,43.0,42.0,42.0,34.0,65,69,52,54,RW,5,5,Left,178,67,"CAM, RM",27,France,Ligue 1 McDonald's,Paris SG,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ousmane-dembele/231443,,,,,,M,ousmane dembele,288230.0,Ousmane Dembélé,Paris Saint-Germain,2025.0,100000000,120000000,ok,False,,
Trent Alexander-Arnold,86,75,72,90,80,80,74,72,78,79.0,64.0,85,76.0,68.0,66,89,93.0,85.0,89,92,88.0,79.0,73,72,85,85,82,84.0,69.0,78.0,82.0,78.0,75,89,68,69,RB,4,3,Right,180,72,,25,England,Premier League,Liverpool,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/trent-alexander-arnold/231281,,,,,,M,trent alexanderarnold,314353.0,Trent Alexander-Arnold,Real Madrid,2025.0,60000000,110000000,ok,False,,
Pedri,86,77,69,82,88,70,74,79,76,79.0,72.0,68,68.0,56.0,53,88,68.0,62.0,88,86,79.0,87.0,88,90,87,88,87,73.0,50.0,68.0,77.0,65.0,73,87,73,62,CM,4,4,Right,174,60,LW,21,Spain,LALIGA EA SPORTS,FC Barcelona,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pedri/251854,,,,,,M,pedri,683840.0,Pedri,FC Barcelona,2025.0,150000000,150000000,ok,False,,
Jonathan Tah,86,71,38,60,62,86,84,53,86,36.0,32.0,60,26.0,53.0,38,56,39.0,27.0,78,68,37.0,60.0,49,40,84,67,79,83.0,87.0,87.0,87.0,81.0,86,69,92,83,CB,3,2,Right,195,94,,28,Germany,Bundesliga,Leverkusen,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jonathan-tah/213331,,,,,,M,jonathan tah,196357.0,Jonathan Tah,Bayern Munich,2025.0,28000000,40000000,ok,False,,
Karim Benzema,86,77,85,81,84,38,77,76,77,88.0,87.0,87,81.0,87.0,68,86,75.0,73.0,86,76,82.0,84.0,77,72,84,87,84,39.0,87.0,43.0,24.0,18.0,84,80,81,63,ST,4,4,Right,185,81,,36,France,ROSHN Saudi League,Al Ittihad,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/karim-benzema/165153,,,,,,M,karim benzema,18922.0,Karim Benzema,Al-Hilal Saudi Football Club,2025.0,5000000,60000000,ok,False,,
Bremer,86,82,50,58,66,86,85,78,86,58.0,49.0,68,39.0,38.0,43,45,46.0,24.0,75,69,42.0,62.0,65,67,79,68,78,84.0,87.0,87.0,87.0,84.0,94,75,89,84,CB,2,2,Right,187,84,,27,Brazil,Serie A Enilive,Juventus,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bremer/239580,,,,,,M,bremer,516716.0,Bremer,Juventus FC,2025.0,35000000,60000000,ok,False,,
Joshua Kimmich,86,69,74,88,84,81,77,77,62,78.0,68.0,78,83.0,69.0,69,85,91.0,79.0,88,91,85.0,82.0,83,84,88,85,86,85.0,72.0,81.0,82.0,83.0,79,88,68,86,RB,4,3,Right,177,75,"CDM, CM",29,Germany,Bundesliga,FC Bayern München,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joshua-kimmich/212622,,,,,,M,joshua kimmich,161056.0,Joshua Kimmich,Bayern Munich,2025.0,35000000,90000000,ok,False,,
Unai Simón,86,85,81,78,86,49,85,48,50,14.0,14.0,59,13.0,17.0,24,48,16.0,14.0,38,34,20.0,12.0,37,47,82,16,46,26.0,18.0,11.0,18.0,12.0,74,44,76,29,GK,3,1,Right,190,89,,27,Spain,LALIGA EA SPORTS,Athletic Club,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/unai-simon/230869,85.0,81.0,78.0,85.0,86.0,M,unai simon,262396.0,Unai Simón,Athletic Bilbao,2025.0,22000000,30000000,ok,False,,
Manuel Neuer,86,83,81,90,83,49,88,48,50,12.0,13.0,68,16.0,11.0,49,70,15.0,11.0,60,68,14.0,30.0,51,35,84,44,70,30.0,25.0,17.0,10.0,11.0,77,43,80,29,GK,4,1,Right,193,93,,38,Germany,Bundesliga,FC Bayern München,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/manuel-neuer/167495,83.0,81.0,90.0,88.0,83.0,M,manuel neuer,17259.0,Manuel Neuer,Bayern Munich,2025.0,4000000,45000000,ok,False,,
Hakan Çalhanoğlu,86,71,80,87,85,79,76,74,68,74.0,75.0,86,87.0,74.0,90,89,78.0,85.0,89,89,88.0,84.0,83,80,86,88,85,82.0,65.0,80.0,81.0,78.0,76,81,72,80,CDM,5,4,Right,178,69,CM,30,Turkey,Serie A Enilive,Lombardia FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hakan-calhanoglu/208128,,,,,,M,hakan calhanoglu,126414.0,Hakan Çalhanoğlu,Inter Milan,2025.0,16000000,45000000,ok,False,,
David Alaba,85,79,71,83,80,85,77,78,79,73.0,62.0,82,78.0,67.0,79,78,83.0,85.0,88,80,76.0,77.0,76,78,88,83,84,87.0,77.0,89.0,84.0,83.0,86,73,78,77,CB,4,3,Left,180,78,LB,32,Austria,LALIGA EA SPORTS,Real Madrid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/david-alaba/197445,,,,,,M,david alaba,59016.0,David Alaba,Real Madrid,2025.0,3000000,65000000,ok,False,,
Ronald Araujo,85,82,53,64,62,85,84,76,86,56.0,56.0,68,35.0,38.0,43,59,58.0,45.0,75,66,47.0,55.0,56,55,84,68,76,85.0,85.0,84.0,85.0,85.0,92,72,87,87,CB,3,2,Right,188,79,RB,25,Uruguay,LALIGA EA SPORTS,FC Barcelona,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ronald-araujo/253163,,,,,,M,ronald araujo,480267.0,Ronald Araujo,FC Barcelona,2025.0,20000000,70000000,ok,False,,
Julian Brandt,85,71,79,85,86,50,70,69,72,82.0,80.0,82,80.0,79.0,55,87,82.0,76.0,87,83,80.0,86.0,83,83,86,87,84,56.0,54.0,49.0,45.0,56.0,69,85,72,45,CAM,4,4,Right,185,83,"RM, CM",28,Germany,Bundesliga,Borussia Dortmund,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/julian-brandt/212194,,,,,,M,julian brandt,187492.0,Julian Brandt,Borussia Dortmund,2025.0,15000000,50000000,ok,False,,
Éder Militão,85,85,50,69,71,85,82,81,88,64.0,48.0,62,42.0,34.0,60,59,69.0,40.0,78,76,60.0,70.0,70,62,84,72,76,85.0,86.0,85.0,86.0,85.0,91,85,79,83,CB,3,2,Right,186,78,,26,Brazil,LALIGA EA SPORTS,Real Madrid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eder-militao/240130,,,,,,M,eder militao,401530.0,Éder Militão,Real Madrid,2025.0,20000000,70000000,ok,False,,
Bruno Guimarães,85,68,75,83,84,79,83,69,68,78.0,72.0,79,82.0,66.0,65,85,76.0,62.0,87,87,81.0,85.0,78,84,84,85,87,80.0,66.0,78.0,82.0,79.0,77,88,79,87,CDM,2,3,Right,182,74,CM,26,Brazil,Premier League,Newcastle Utd,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bruno-guimaraes/247851,,,,,,M,bruno guimaraes,520624.0,Bruno Guimarães,Newcastle United,2025.0,70000000,85000000,ok,False,,
Alexander Isak,85,85,84,73,86,39,74,83,87,86.0,87.0,82,78.0,79.0,83,80,68.0,65.0,78,60,75.0,88.0,80,69,85,87,86,38.0,78.0,35.0,34.0,29.0,88,78,77,58,ST,5,4,Right,192,77,,24,Sweden,Premier League,Newcastle Utd,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alexander-isak/233731,,,,,,M,alexander isak,349066.0,Alexander Isak,Liverpool FC,2025.0,85000000,140000000,ok,False,,
N'Golo Kanté,85,76,65,73,80,85,78,79,74,72.0,64.0,71,65.0,56.0,54,77,68.0,49.0,80,74,49.0,78.0,78,93,87,81,82,88.0,54.0,88.0,90.0,86.0,73,82,72,87,CDM,3,2,Right,168,70,CM,33,France,ROSHN Saudi League,Al Ittihad,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/n-golo-kante/215914,,,,,,M,ngolo kante,225083.0,N'Golo Kanté,Fenerbahce,2025.0,4000000,100000000,ok,False,,
Jules Koundé,85,84,45,70,75,86,80,85,83,47.0,47.0,48,40.0,32.0,43,62,68.0,26.0,82,75,55.0,72.0,71,74,86,77,82,86.0,80.0,87.0,86.0,84.0,90,78,80,78,RB,3,3,Right,180,75,CB,25,France,LALIGA EA SPORTS,FC Barcelona,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jules-kounde/241486,,,,,,M,jules kounde,411975.0,Jules Koundé,FC Barcelona,2025.0,60000000,65000000,ok,False,,
Khvicha Kvaratskhelia,85,86,79,80,86,41,71,85,86,84.0,80.0,78,83.0,64.0,65,83,78.0,65.0,83,76,83.0,88.0,86,75,84,87,79,40.0,62.0,38.0,39.0,34.0,78,77,70,62,LW,5,5,Right,183,70,"RW, LM",23,Georgia,Serie A Enilive,SSC Napoli,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/khvicha-kvaratskhelia/247635,,,,,,M,khvicha kvaratskhelia,502670.0,Khvicha Kvaratskhelia,Paris Saint-Germain,2025.0,140000000,140000000,ok,False,,
Vitinha,85,72,77,84,87,73,68,75,69,77.0,77.0,76,83.0,62.0,73,85,78.0,68.0,88,85,81.0,87.0,91,88,85,87,88,80.0,52.0,74.0,77.0,68.0,66,81,59,77,CM,3,3,Right,172,64,CDM,24,Portugal,Ligue 1 McDonald's,Paris SG,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vitinha/255253,,,,,,M,vitinha,586853.0,Vitinha,Genoa CFC,2025.0,8000000,22000000,ok,False,,
James Maddison,85,71,81,86,86,54,63,77,66,85.0,80.0,83,83.0,77.0,74,88,83.0,86.0,86,85,86.0,86.0,84,83,80,88,88,44.0,35.0,59.0,65.0,42.0,57,78,53,70,CAM,4,4,Right,175,73,RM,27,England,Premier League,Spurs,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/james-maddison/220697,,,,,,M,james maddison,294057.0,James Maddison,Tottenham Hotspur,2025.0,20000000,70000000,ok,False,,
Riyad Mahrez,85,79,81,81,88,39,62,83,76,83.0,81.0,82,82.0,76.0,73,83,81.0,80.0,83,75,85.0,88.0,91,90,82,90,81,39.0,56.0,45.0,34.0,22.0,71,79,58,48,RM,4,5,Left,179,67,RW,33,Algeria,ROSHN Saudi League,Al Ahli,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/riyad-mahrez/204485,,,,,,M,riyad mahrez,171424.0,Riyad Mahrez,Al-Ahli Saudi Football Club,2025.0,5000000,60000000,ok,False,,
Giorgi Mamardashvili,85,86,83,72,85,48,85,48,48,,,54,,,11,34,13.0,10.0,20,20,11.0,11.0,40,26,74,22,26,,14.0,,12.0,10.0,71,45,74,25,GK,3,1,Left,199,88,,23,Georgia,LALIGA EA SPORTS,Valencia CF,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/giorgi-mamardashvili/262621,86.0,83.0,72.0,85.0,85.0,M,giorgi mamardashvili,502676.0,Giorgi Mamardashvili,Liverpool FC,2025.0,28000000,45000000,ok,False,,
Mikel Merino,85,72,79,82,82,83,82,72,72,83.0,79.0,85,79.0,58.0,70,83,77.0,69.0,86,84,80.0,83.0,74,73,86,85,80,85.0,87.0,80.0,84.0,76.0,88,83,80,83,CM,3,3,Left,189,83,CAM,28,Spain,Premier League,Arsenal,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mikel-merino/225193,,,,,,M,mikel merino,338424.0,Mikel Merino,Arsenal FC,2025.0,25000000,50000000,ok,False,,
Sergej Milinković-Savić,85,64,80,81,82,78,88,62,66,81.0,82.0,83,81.0,74.0,59,81,71.0,78.0,86,86,81.0,85.0,62,63,83,87,84,78.0,86.0,77.0,77.0,79.0,88,92,90,79,CM,5,4,Right,192,95,CDM,29,Serbia,ROSHN Saudi League,Al Hilal,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sergej-milinkovic-savic/223848,,,,,,M,sergej milinkovicsavic,266302.0,Sergej Milinković-Savić,Al-Hilal Saudi Football Club,2025.0,12000000,90000000,ok,False,,
Loïs Openda,85,93,84,69,81,31,79,94,92,86.0,87.0,85,77.0,78.0,75,69,69.0,53.0,75,59,66.0,79.0,82,85,84,83,81,26.0,79.0,29.0,23.0,19.0,93,79,80,74,ST,4,3,Right,177,75,,24,Belgium,Bundesliga,RB Leipzig,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lois-openda/243580,,,,,,M,lois openda,368887.0,Loïs Openda,Juventus FC,2025.0,25000000,60000000,ok,False,,
Palhinha,85,52,68,72,74,85,90,54,50,69.0,66.0,81,67.0,55.0,57,72,60.0,45.0,79,80,66.0,77.0,51,50,79,80,84,86.0,81.0,83.0,88.0,87.0,84,87,90,95,CDM,4,2,Right,190,83,CM,29,Portugal,Bundesliga,FC Bayern München,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/palhinha/229391,,,,,,M,palhinha,,,,,,,non_trouve,False,,
Cole Palmer,85,75,82,83,86,50,66,73,77,86.0,84.0,81,80.0,67.0,89,86,78.0,74.0,86,82,85.0,88.0,78,75,84,87,87,52.0,62.0,45.0,53.0,40.0,71,78,61,60,RM,3,4,Left,189,74,"CAM, RW",22,England,Premier League,Chelsea,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cole-palmer/257534,,,,,,M,cole palmer,568177.0,Cole Palmer,Chelsea FC,2025.0,100000000,130000000,ok,False,,
Andrew Robertson,85,78,61,82,79,81,78,79,78,78.0,55.0,76,65.0,32.0,55,82,87.0,71.0,83,76,82.0,78.0,75,74,85,82,83,81.0,67.0,82.0,83.0,81.0,76,93,67,85,LB,2,3,Left,178,64,,30,Scotland,Premier League,Liverpool,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andrew-robertson/216267,,,,,,M,andrew robertson,234803.0,Andrew Robertson,Liverpool FC,2025.0,7000000,80000000,ok,False,,
Leroy Sané,85,90,83,80,86,37,70,89,91,82.0,83.0,87,81.0,84.0,65,81,81.0,80.0,82,72,83.0,87.0,87,82,83,85,83,34.0,64.0,36.0,32.0,35.0,72,78,67,65,RM,2,4,Left,183,80,"LM, RW",28,Germany,Bundesliga,FC Bayern München,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leroy-sane/222492,,,,,,M,leroy sane,192565.0,Leroy Sané,Galatasaray,2025.0,20000000,100000000,ok,False,,
Nico Schlotterbeck,85,77,59,70,73,85,82,78,76,58.0,51.0,75,66.0,56.0,38,72,53.0,41.0,78,85,52.0,74.0,68,64,83,71,78,83.0,85.0,85.0,87.0,86.0,91,74,84,83,CB,2,2,Left,191,86,,24,Germany,Bundesliga,Borussia Dortmund,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nico-schlotterbeck/247819,,,,,,M,nico schlotterbeck,388198.0,Nico Schlotterbeck,Borussia Dortmund,2025.0,55000000,55000000,ok,False,,
John Stones,85,69,58,75,79,85,77,68,69,58.0,54.0,68,61.0,44.0,52,78,63.0,37.0,85,79,62.0,79.0,68,67,87,83,88,84.0,84.0,86.0,86.0,84.0,84,74,77,80,CB,4,3,Right,188,76,"CDM, RB",30,England,Premier League,Manchester City,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/john-stones/203574,,,,,,M,john stones,186590.0,John Stones,Manchester City,2025.0,12000000,60000000,ok,False,,
Aurélien Tchouaméni,85,73,69,79,78,82,82,74,72,74.0,65.0,78,75.0,50.0,55,82,68.0,53.0,85,84,76.0,78.0,72,70,83,81,83,84.0,75.0,83.0,83.0,80.0,84,83,82,80,CDM,3,3,Right,188,82,"CM, CB",24,France,LALIGA EA SPORTS,Real Madrid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aurelien-tchouameni/241637,,,,,,M,aurelien tchouameni,413112.0,Aurélien Tchouaméni,Real Madrid,2025.0,70000000,100000000,ok,False,,
Diogo Jota,85,82,82,75,84,57,79,85,80,88.0,85.0,86,76.0,79.0,69,78,73.0,58.0,77,72,77.0,83.0,86,87,88,85,83,56.0,86.0,53.0,57.0,45.0,91,80,75,85,ST,5,4,Right,178,70,LW,27,Portugal,Premier League,Liverpool,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diogo-jota/224458,,,,,,M,diogo jota,340950.0,Diogo Jota,,2025.0,40000000,60000000,ok,False,,
Sandro Tonali,85,84,74,81,81,82,82,81,86,75.0,69.0,82,83.0,68.0,64,79,78.0,81.0,85,83,75.0,78.0,81,83,83,85,84,84.0,70.0,83.0,84.0,81.0,84,80,82,84,CDM,4,3,Right,181,79,CM,24,Italy,Premier League,Newcastle Utd,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sandro-tonali/241096,,,,,,M,sandro tonali,397033.0,Sandro Tonali,Newcastle United,2025.0,80000000,80000000,ok,False,,
Ollie Watkins,85,85,83,73,80,50,83,79,89,87.0,86.0,84,76.0,80.0,74,77,67.0,63.0,79,64,74.0,81.0,79,76,85,79,81,55.0,84.0,45.0,46.0,36.0,91,88,82,76,ST,4,3,Right,180,70,,28,England,Premier League,Aston Villa,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ollie-watkins/221697,,,,,,M,ollie watkins,324358.0,Ollie Watkins,Aston Villa,2025.0,25000000,65000000,ok,False,,
Nico Williams,85,93,75,78,86,36,65,94,93,78.0,77.0,78,72.0,64.0,62,80,83.0,72.0,82,64,78.0,88.0,92,84,80,85,78,40.0,65.0,36.0,28.0,25.0,78,81,60,55,LM,5,4,Right,181,67,"RM, LW",22,Spain,LALIGA EA SPORTS,Athletic Club,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nico-williams/256516,,,,,,M,nico williams,709187.0,Nico Williams,Athletic Bilbao,2025.0,40000000,70000000,ok,False,,
Francesco Acerbi,84,60,50,64,65,86,80,61,59,20.0,37.0,75,60.0,39.0,61,65,34.0,56.0,76,79,58.0,65.0,38,33,83,72,86,84.0,84.0,87.0,89.0,83.0,86,68,85,80,CB,3,3,Left,192,88,,36,Italy,Serie A Enilive,Lombardia FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/francesco-acerbi/199845,,,,,,M,francesco acerbi,131075.0,Francesco Acerbi,Inter Milan,2025.0,2000000,15000000,ok,False,,
Manuel Akanji,84,78,48,71,75,85,82,76,80,37.0,38.0,75,48.0,42.0,40,65,55.0,59.0,83,80,54.0,76.0,66,54,86,78,83,84.0,79.0,86.0,86.0,84.0,90,71,86,82,CB,4,2,Right,187,91,,29,Switzerland,Premier League,Manchester City,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/manuel-akanji/229237,,,,,,M,manuel akanji,284730.0,Manuel Akanji,Manchester City,2025.0,17000000,45000000,ok,False,,
Nathan Aké,84,76,53,72,75,84,77,77,75,51.0,48.0,64,56.0,52.0,53,68,63.0,59.0,81,75,64.0,73.0,67,68,84,79,79,83.0,82.0,84.0,85.0,84.0,88,71,78,80,CB,3,2,Left,180,75,LB,29,Holland,Premier League,Manchester City,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nathan-ake/208920,,,,,,M,nathan ake,177476.0,Nathan Aké,Manchester City,2025.0,12000000,42000000,ok,False,,
Julián Álvarez,84,85,84,80,85,57,78,86,85,84.0,84.0,88,81.0,79.0,78,81,77.0,80.0,80,77,87.0,83.0,87,87,86,86,84,52.0,72.0,60.0,55.0,46.0,83,85,70,86,ST,4,4,Right,170,71,CAM,24,Argentina,LALIGA EA SPORTS,Atlético de Madrid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/julian-alvarez/246191,,,,,,M,julian alvarez,576024.0,Julián Alvarez,Atlético de Madrid,2025.0,100000000,100000000,ok,False,,
Iago Aspas,84,81,86,79,86,35,65,78,83,88.0,90.0,82,81.0,82.0,82,81,80.0,83.0,79,73,79.0,87.0,84,72,86,87,85,39.0,77.0,39.0,21.0,18.0,80,69,61,65,ST,4,3,Left,176,67,,37,Spain,LALIGA EA SPORTS,RC Celta,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/iago-aspas/192629,,,,,,M,iago aspas,72047.0,Iago Aspas,Celta de Vigo,2025.0,1600000,25000000,ok,False,,
Yassine Bounou,84,81,82,77,86,38,83,38,37,10.0,14.0,58,19.0,13.0,24,62,15.0,19.0,39,44,12.0,20.0,47,29,80,12,57,12.0,14.0,20.0,18.0,15.0,66,43,69,25,GK,2,1,Left,195,78,,33,Morocco,ROSHN Saudi League,Al Hilal,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yassine-bounou/209981,81.0,82.0,77.0,83.0,86.0,M,yassine bounou,207834.0,Yassine Bounou,Al-Hilal Saudi Football Club,2025.0,3000000,18000000,ok,False,,
Federico Chiesa,84,93,83,76,86,52,75,92,93,84.0,84.0,86,83.0,84.0,62,77,75.0,62.0,78,76,78.0,87.0,90,84,84,83,82,54.0,53.0,51.0,51.0,48.0,76,84,70,74,RW,4,4,Right,175,70,"LW, ST, RM",26,Italy,Premier League,Liverpool,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/federico-chiesa/235805,,,,,,M,federico chiesa,341092.0,Federico Chiesa,Liverpool FC,2025.0,13000000,70000000,ok,False,,
Kingsley Coman,84,89,75,79,87,30,62,92,87,81.0,74.0,82,72.0,78.0,65,80,80.0,70.0,80,73,83.0,88.0,91,84,84,87,78,23.0,61.0,29.0,27.0,21.0,79,68,66,38,LM,3,5,Right,181,75,"RM, LW",28,France,Bundesliga,FC Bayern München,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kingsley-coman/213345,,,,,,M,kingsley coman,243714.0,Kingsley Coman,Al-Nassr Football Club,2025.0,20000000,65000000,ok,False,,
Rúben Neves,84,57,75,86,77,77,77,59,55,62.0,66.0,86,83.0,82.0,77,87,83.0,81.0,88,88,85.0,74.0,64,73,82,83,88,81.0,53.0,79.0,79.0,79.0,66,80,74,82,CDM,4,3,Right,180,83,CM,27,Portugal,ROSHN Saudi League,Al Hilal,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ruben-neves/224293,,,,,,M,ruben neves,225161.0,Rúben Neves,Al-Hilal Saudi Football Club,2025.0,25000000,50000000,ok,False,,
Matthijs de Ligt,84,62,61,63,67,85,83,54,68,44.0,50.0,84,75.0,45.0,40,45,52.0,55.0,77,76,48.0,65.0,52,62,84,72,82,82.0,85.0,85.0,85.0,86.0,86,64,91,85,CB,3,2,Right,189,89,,25,Holland,Premier League,Man Utd,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matthijs-de-ligt/235243,,,,,,M,matthijs de ligt,326031.0,Matthijs de Ligt,Manchester United,2025.0,30000000,75000000,ok,False,,
Rodrigo De Paul,84,76,77,83,82,76,82,77,76,78.0,76.0,80,78.0,71.0,66,86,78.0,76.0,85,85,84.0,82.0,78,78,81,85,81,80.0,58.0,75.0,81.0,75.0,77,92,78,83,CM,3,4,Right,180,70,CDM,30,Argentina,LALIGA EA SPORTS,Atlético de Madrid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rodrigo-de-paul/212616,,,,,,M,rodrigo de paul,255901.0,Rodrigo De Paul,Club Internacional de Fútbol Miami,2025.0,14000000,40000000,ok,False,,
Raphinha,84,91,79,78,86,53,73,90,91,83.0,78.0,83,79.0,72.0,78,80,80.0,79.0,78,74,81.0,87.0,88,79,84,85,80,55.0,74.0,47.0,54.0,38.0,83,86,65,76,RW,4,4,Left,176,68,"LW, RM",27,Brazil,LALIGA EA SPORTS,FC Barcelona,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/raphinha/233419,,,,,,M,raphinha,411295.0,Raphinha,FC Barcelona,2025.0,70000000,90000000,ok,False,,
Luis Díaz,84,90,80,75,87,39,75,91,90,83.0,80.0,84,81.0,81.0,63,77,76.0,58.0,76,71,77.0,89.0,88,77,83,87,82,28.0,64.0,35.0,42.0,34.0,80,87,69,74,LW,4,4,Right,180,73,"RW, LM",27,Colombia,Premier League,Liverpool,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luis-diaz/241084,,,,,,M,luis diaz,480692.0,Luis Díaz,Bayern Munich,2025.0,70000000,85000000,ok,False,,
Federico Dimarco,84,80,77,84,83,78,81,83,78,83.0,72.0,81,84.0,77.0,70,79,87.0,82.0,85,81,88.0,83.0,80,84,83,86,78,80.0,65.0,79.0,80.0,79.0,82,85,78,81,LB,4,3,Left,174,76,LM,26,Italy,Serie A Enilive,Lombardia FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/federico-dimarco/226268,,,,,,M,federico dimarco,198116.0,Federico Dimarco,Inter Milan,2025.0,50000000,60000000,ok,False,,
Artem Dovbyk,84,84,85,69,79,34,81,81,86,85.0,88.0,89,78.0,67.0,84,72,48.0,58.0,80,70,63.0,81.0,74,72,80,79,83,25.0,86.0,32.0,28.0,23.0,95,75,86,74,ST,4,3,Left,189,78,,27,Ukraine,Serie A Enilive,AS Roma,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/artem-dovbyk/242458,,,,,,M,artem dovbyk,343537.0,Artem Dovbyk,Associazione Sportiva Roma,2025.0,15000000,35000000,ok,False,,
Jeremie Frimpong,84,93,62,75,86,75,69,96,91,81.0,67.0,62,53.0,51.0,43,74,84.0,47.0,78,64,77.0,86.0,91,90,84,84,80,78.0,52.0,78.0,78.0,77.0,73,85,58,77,RM,3,3,Right,172,65,"RB, RW",23,Holland,Bundesliga,Leverkusen,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jeremie-frimpong/253149,,,,,,M,jeremie frimpong,484547.0,Jeremie Frimpong,Liverpool FC,2025.0,35000000,50000000,ok,False,,
Aleix García,84,67,77,85,84,76,68,68,66,81.0,77.0,78,80.0,66.0,60,86,83.0,80.0,86,88,84.0,84.0,76,85,82,87,84,77.0,51.0,79.0,81.0,76.0,65,78,65,65,CM,3,3,Right,173,68,CDM,27,Spain,Bundesliga,Leverkusen,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aleix-garcia/228813,,,,,,M,aleix garcia,261504.0,Aleix García,Bayer 04 Leverkusen,2025.0,20000000,25000000,ok,False,,
